Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,120.349998,122.320000,119.860001,120.739998,120.739998,5714500
2021-03-02,120.739998,121.900002,120.260002,120.330002,120.330002,4522200
2021-03-03,120.500000,122.629997,119.980003,122.360001,122.360001,7396200
2021-03-04,122.000000,123.220001,118.760002,120.110001,120.110001,8062100
2021-03-05,120.639999,123.750000,120.250000,122.830002,122.830002,6944900
2021-03-08,122.989998,126.849998,122.879997,124.809998,124.809998,7236600
2021-03-09,125.400002,126.430000,124.160004,124.180000,124.180000,5608200
2021-03-10,125.050003,128.240005,124.610001,127.870003,127.870003,7243500
2021-03-11,128.089996,128.639999,126.779999,127.139999,127.139999,5145000
2021-03-12,127.190002,127.680000,126.610001,127.610001,127.610001,4009600
2021-03-15,127.769997,128.750000,127.540001,128.580002,128.580002,3420600
2021-03-16,128.279999,128.520004,127.339996,128.240005,128.240005,4630400
2021-03-17,128.460007,129.490005,127.489998,129.029999,129.029999,4244800
2021-03-18,128.940002,131.000000,127.790001,130.059998,130.059998,5834600
2021-03-19,130.020004,130.440002,128.529999,128.899994,128.899994,9830600
2021-03-22,128.500000,130.720001,127.889999,130.550003,130.550003,4164900
2021-03-23,130.440002,131.559998,129.800003,130.460007,130.460007,4356400
2021-03-24,130.949997,132.110001,130.570007,130.619995,130.619995,4005000
2021-03-25,130.330002,133.240005,129.770004,133.070007,133.070007,5554000
2021-03-26,133.289993,136.479996,133.119995,136.380005,136.380005,5562500
2021-03-29,135.979996,137.070007,135.509995,135.860001,135.860001,4622700
2021-03-30,135.860001,136.270004,134.020004,134.720001,134.720001,4790400
2021-03-31,134.539993,134.710007,132.710007,133.259995,133.259995,4945100
2021-04-01,133.759995,133.929993,132.270004,133.229996,133.229996,4074000
2021-04-05,133.639999,136.690002,133.399994,135.929993,135.929993,5471300
2021-04-06,135.580002,135.639999,134.089996,134.220001,134.220001,3621000
2021-04-07,133.839996,134.940002,133.779999,134.929993,134.929993,2976000
2021-04-08,134.570007,135.630005,134.160004,135.119995,135.119995,4087200
2021-04-09,134.869995,135.740005,134.710007,135.729996,135.729996,3023500
2021-04-12,135.020004,135.369995,133.850006,134.589996,134.589996,3754000
2021-04-13,133.000000,133.619995,130.380005,131.179993,131.179993,8033500
2021-04-14,131.309998,132.779999,130.520004,132.630005,132.630005,5868000
2021-04-15,133.279999,133.869995,132.220001,132.580002,132.580002,3884000
2021-04-16,133.000000,134.100006,132.949997,133.589996,133.589996,5290900
